domain,robots_status,robots_present,blocks_named_ai_agent,ai_agents_named,sig_directory_status,has_sig_directory,sig_directory_shape,llms_txt_status,has_llms_txt,ai_txt_status,has_ai_txt,checked_at
timeweb.ru,404,False,False,,404,False,,404,False,404,False,2026-09-11T14:19:57Z
mikrotik.com,200,True,False,,404,False,,404,False,404,False,2026-09-11T14:20:01Z
nflximg.com,,False,False,,,False,,,False,,False,2026-09-11T14:20:08Z
aol.com,200,True,True,anthropic-ai;bytespider;ccbot;chatgpt-user;claude-web;claudebot;cohere-ai;diffbot;facebookbot;google-extended;gptbot;imagesiftbot;omgilibot;perplexitybot;petalbot;youbot,404,False,,404,False,404,False,2026-09-11T14:20:46Z
gcdn.co,200,True,False,,,False,,,False,,False,2026-09-11T14:20:54Z
dual-s-msedge.net,,False,False,,,False,,,False,,False,2026-09-11T14:21:00Z
cnbc.com,200,True,True,amazonbot;anthropic-ai;applebot-extended;bytespider;ccbot;chatgpt-user;claude-web;claudebot;cohere-ai;diffbot;facebookbot;google-extended;gptbot;meta-externalagent;oai-searchbot;omgilibot;perplexitybot,404,False,,404,False,404,False,2026-09-11T14:21:06Z
bdydns.com,,False,False,,,False,,,False,,False,2026-09-11T14:21:16Z
firetvcaptiveportal.com,404,False,False,,404,False,,404,False,404,False,2026-09-11T14:21:23Z
duolingo.com,200,True,False,,404,False,,200,False,200,False,2026-09-11T14:22:14Z
vercel-dns-016.com,,False,False,,,False,,,False,,False,2026-09-11T14:22:22Z
arxiv.org,200,True,False,,404,False,,404,False,404,False,2026-09-11T14:22:28Z
kwai.net,,False,False,,,False,,,False,,False,2026-09-11T14:22:35Z
list-manage.com,,False,False,,,False,,,False,,False,2026-09-11T14:24:41Z
statista.com,200,True,True,amazonbot;anthropic-ai;applebot-extended;bytespider;ccbot;claude-web;claudebot;cohere-ai;diffbot;facebookbot;google-extended;gptbot;imagesiftbot;meta-externalagent;omgilibot;perplexitybot;timpibot;youbot,404,False,,404,False,404,False,2026-09-11T14:25:25Z
adriver.ru,404,False,False,,404,False,,404,False,404,False,2026-09-11T14:25:32Z
libp2p.direct,,False,False,,,False,,,False,,False,2026-09-11T14:25:45Z
spo-msedge.net,,False,False,,,False,,,False,,False,2026-09-11T14:25:50Z
addtoany.com,200,True,False,,404,False,,404,False,404,False,2026-09-11T14:25:56Z
atlassian.net,200,True,False,,200,False,,200,False,200,False,2026-09-11T14:26:03Z
ietf.org,200,True,False,,404,False,,404,False,404,False,2026-09-11T14:26:11Z
nease.net,404,False,False,,404,False,,404,False,404,False,2026-09-11T14:26:19Z
ioref.io,,False,False,,,False,,,False,,False,2026-09-11T14:26:46Z
sc-gw.com,,False,False,,,False,,,False,,False,2026-09-11T14:26:52Z
quora.com,308,False,False,,308,False,,308,False,308,False,2026-09-11T14:26:58Z
okta.com,200,True,False,,404,False,,200,True,404,False,2026-09-11T14:27:05Z
scribd.com,200,True,True,bytespider;ccbot;claude-web;claudebot;diffbot;imagesiftbot,404,False,,404,False,404,False,2026-09-11T14:27:13Z
amazon.co.jp,200,True,True,bytespider;ccbot;chatgpt-user;claude-web;claudebot;cohere-ai;crawl4ai;diffbot;google-extended;gptbot;iaskspider;imagesiftbot;meta-externalagent;oai-searchbot;perplexitybot;petalbot;timpibot;wrtnbot;youbot,404,False,,404,False,404,False,2026-09-11T14:27:21Z
docker.com,200,True,False,,403,False,,404,False,404,False,2026-09-11T14:27:27Z
mcafee.com,,False,False,,,False,,,False,,False,2026-09-11T14:27:31Z
markmonitor.com,403,False,False,,403,False,,403,False,403,False,2026-09-11T14:27:34Z
